M,MaxLayer,EFC,EFS,HammingThreshold,Recall,DistOpsPerQuery,BuildTime_ms,QPS,AvgQueryTime_ms,Reward
32,7,1000,448,50,0.97974,18595.7727,1648.383465,567.80367,1.761172,23494.4727
57,7,1000,304,42,0.97975,13673.014,4950.161777,443.279015,2.255915,18571.764
32,7,1300,496,42,0.97987,13890.2888,3983.48771,538.425319,1.857268,18789.6388
40,7,1000,400,42,0.97997,13650.0549,2255.91614,547.05271,1.827977,18549.9049
32,7,1000,464,44,0.97999,15532.1472,4013.408509,562.447961,1.777942,20432.0972
40,7,1300,352,46,0.98002,16813.9835,4413.362908,561.228689,1.781805,21714.0835
32,7,1300,448,46,0.98013,17066.0077,3885.414516,480.151544,2.082676,21966.6577
32,7,1300,448,48,0.98015,18210.9416,4605.891377,558.085631,1.79184,23111.6916
40,7,1300,352,48,0.9802,17972.3719,4154.061402,558.752944,1.7897,22873.3719
32,7,1300,448,50,0.9802,18830.9742,4023.134381,568.670514,1.758488,23731.9742
32,7,1300,448,64,0.9802,19285.3921,1833.253661,577.092749,1.732824,24186.3921
40,7,1300,352,64,0.98021,19064.1215,4484.342359,561.598776,1.780631,23965.1715
40,7,1300,352,50,0.98022,18601.077,2104.507774,546.972042,1.828247,23502.177
32,7,1000,512,42,0.98026,14100.2531,4871.026603,563.421061,1.774872,19001.5531
57,7,1000,288,44,0.98027,15739.6044,5260.851102,550.924287,1.815131,20640.9544
40,7,1000,368,44,0.98046,15269.2781,4248.297695,576.510018,1.734575,20171.5781
57,7,1300,304,42,0.98047,14090.8004,4504.399441,610.804061,1.637186,18993.1504
32,7,1000,464,46,0.9805,17370.7966,3961.944784,563.025784,1.776118,22273.2966
32,7,1300,512,42,0.98054,14241.6254,1650.821051,531.724358,1.880674,19144.3254
40,7,1300,400,42,0.98059,13897.0507,4966.769945,547.699996,1.825817,18800.0007
32,7,1300,464,44,0.98066,15705.3437,3937.12933,563.347526,1.775103,20608.6437
32,7,1000,464,48,0.98066,18536.0722,1646.541144,550.239361,1.817391,23439.3722
32,7,1000,464,50,0.98067,19167.3891,3981.249647,558.326244,1.791068,24070.7391
32,7,1000,464,64,0.98067,19629.8981,4120.367613,550.837453,1.815418,24533.2481
57,7,1000,288,46,0.9808,17732.6469,4691.161394,546.1407,1.83103,22636.6469
40,7,1000,368,46,0.98083,17128.459,4107.016182,574.926998,1.739351,22032.609
40,7,1300,368,44,0.98092,15557.173,4434.448126,548.014807,1.824768,20461.773
57,7,1000,288,48,0.98096,19014.7804,4789.737807,543.761559,1.839041,23919.5804
57,7,1000,288,50,0.98097,19717.722,2752.220214,487.744402,2.050254,24622.572
57,7,1000,288,64,0.98097,20238.9963,2751.284415,454.323216,2.201076,25143.8463
40,7,1000,368,48,0.981,18312.8862,4057.772848,584.358923,1.711277,23217.8862
40,7,1000,368,64,0.981,19430.568,4320.141641,579.70259,1.725022,24335.568
32,7,1000,480,44,0.98101,15969.186,4052.823397,534.933331,1.869392,20874.236
40,7,1000,368,50,0.98102,18956.8666,5294.733038,562.011645,1.779323,23861.9666
40,7,1000,416,42,0.98103,14081.6158,4123.724033,538.717571,1.85626,18986.7658
57,7,1300,288,44,0.98106,16246.0686,4714.125498,600.038734,1.666559,21151.3686
32,7,1300,464,46,0.9811,17577.7282,3920.41042,543.130419,1.841178,22483.2282
32,7,1300,464,48,0.98116,18766.2303,5190.175231,535.046666,1.868996,23672.0303
32,7,1300,464,64,0.98118,19884.4836,4048.477419,545.838826,1.832043,24790.3836
32,7,1300,464,50,0.98121,19410.9064,4044.606052,543.274513,1.84069,24316.9564
40,7,1300,368,46,0.98126,17459.1614,4389.781583,534.991521,1.869189,22365.4614
40,7,1300,416,42,0.98135,14336.0894,5014.27474,509.899922,1.961169,19242.8394
40,7,1300,368,48,0.98136,18672.5669,4366.634708,530.843828,1.883793,23579.3669
40,7,1300,368,64,0.98138,19820.0347,4345.471058,570.523148,1.752777,24726.9347
57,7,1000,320,42,0.9814,14245.9446,5599.523939,538.796741,1.855987,19152.9446
40,7,1300,368,50,0.9814,19333.028,2078.610924,524.40833,1.906911,24240.028
32,7,1300,480,44,0.98143,16146.9303,4019.848133,522.516269,1.913816,21054.0803
32,7,1000,480,46,0.98144,17873.0197,4002.143438,521.216432,1.918589,22780.2197
32,7,1000,480,48,0.98155,19080.9612,4020.444523,523.225365,1.911222,23988.7112
57,7,1300,288,46,0.98157,18323.0512,4152.546691,465.707564,2.14727,23230.9012
32,7,1000,480,50,0.9816,19736.053,3930.933744,534.22653,1.871865,24644.053
32,7,1000,480,64,0.9816,20217.0939,3405.174095,618.476516,1.616876,25125.0939
40,7,1000,384,44,0.98165,15816.1122,4077.16614,552.773322,1.80906,20724.3622
57,7,1300,288,48,0.98168,19662.4725,5362.724403,600.251859,1.665967,24570.8725
57,7,1300,288,50,0.98173,20398.089,3400.005614,602.636867,1.659374,25306.739
57,7,1300,288,64,0.98173,20946.1052,4400.031995,603.966106,1.655722,25854.7552
57,7,1300,320,42,0.98174,14679.5729,4133.0623,599.204902,1.668878,19588.2729
40,7,1000,432,42,0.98184,14508.2421,4229.946894,534.957736,1.869307,19417.4421
32,7,1000,496,44,0.98195,16401.4685,4062.51637,494.780992,2.021096,21311.2185
40,7,1300,384,44,0.98199,16112.1635,4392.120419,528.28519,1.892917,21022.1135
32,7,1300,480,46,0.98203,18085.8103,4046.244169,519.611984,1.924513,22995.9603
57,7,1000,304,44,0.98205,16462.7721,5339.398724,463.988606,2.155225,21373.0221
40,7,1000,384,46,0.98205,17756.4209,4240.677029,557.190438,1.794719,22666.6709
32,7,1300,480,48,0.98212,19317.0467,3972.21315,438.326659,2.281404,24227.6467
32,7,1300,480,50,0.98214,19986.1394,4782.171852,512.04749,1.952944,24896.8394
32,7,1300,480,64,0.98215,20478.7008,4073.04591,523.816302,1.909066,25389.4508
40,7,1000,384,48,0.98221,18995.4532,4178.060239,559.092574,1.788613,23906.5032
40,7,1000,384,64,0.98222,20167.4437,4934.705493,534.650336,1.870381,25078.5437
40,7,1000,384,50,0.98223,19670.2599,4264.970639,453.857653,2.203334,24581.4099
32,7,1000,496,46,0.98232,18369.8514,3799.716208,518.444161,1.928848,23281.4514
40,7,1300,432,42,0.98233,14770.2876,4243.098047,496.653422,2.013477,19681.9376
40,7,1300,384,46,0.98234,18099.157,1742.383376,535.336158,1.867985,23010.857
32,7,1300,496,44,0.98239,16585.5518,4195.092315,511.523001,1.954946,21497.5018
32,7,1000,496,48,0.98239,19621.3884,3815.806402,528.141869,1.893431,24533.3384
40,7,1300,384,64,0.98243,20571.6125,4310.68251,531.703456,1.880748,25483.7625
40,7,1300,384,48,0.98244,19367.6778,4291.425622,530.874122,1.883686,24279.8778
40,7,1300,384,50,0.98244,20059.9261,4377.796364,531.30785,1.882148,24972.1261
32,7,1000,496,50,0.98244,20300.5831,3915.162791,537.464517,1.860588,25212.7831
32,7,1000,496,64,0.98244,20800.534,4016.046112,534.406392,1.871235,25712.734
57,7,1000,304,46,0.98253,18566.9907,5296.137721,441.592241,2.264533,23479.6407
57,7,1000,304,48,0.98263,19923.9459,5212.069698,457.61968,2.185221,24837.0959
57,7,1000,336,42,0.98264,14811.5051,4652.480921,530.962454,1.883372,19724.7051
40,7,1000,400,44,0.98265,16357.157,4249.686571,534.355724,1.871413,21270.407
57,7,1000,304,50,0.98269,20669.7243,5247.239377,468.14565,2.136087,25583.1743
57,7,1000,304,64,0.98269,21224.3178,4875.31842,496.236083,2.01517,26137.7678
32,7,1000,512,44,0.98272,16832.5559,4016.55156,516.203703,1.93722,21746.1559
57,7,1300,304,44,0.98274,16991.3824,4383.054584,575.99703,1.73612,21905.0824
32,7,1300,496,46,0.98277,18589.4828,3982.175457,522.009614,1.915674,23503.3328
40,7,1000,448,42,0.98282,14932.2244,4461.818529,505.309562,1.978985,19846.3244
32,7,1300,496,48,0.98288,19865.5631,4020.394915,443.605358,2.254256,24779.9631
32,7,1300,496,50,0.98293,20559.2356,4114.872948,511.885649,1.953561,25473.8856
32,7,1300,496,64,0.98294,21071.0841,3801.411105,507.078624,1.972081,25985.7841
57,7,1300,336,42,0.98299,15262.6079,3793.652542,563.072887,1.775969,20177.5579
40,7,1000,400,46,0.9831,18380.2752,4251.704343,511.30987,1.955761,23295.7752
32,7,1000,512,46,0.98311,18866.3318,4005.088639,501.536892,1.993871,23781.8818
40,7,1300,400,44,0.98315,16663.6399,4327.611369,530.708773,1.884273,21579.3899
32,7,1000,512,48,0.98318,20160.8859,1869.027816,503.197355,1.987292,25076.7859
32,7,1000,512,64,0.98318,21383.9283,3922.07331,511.739469,1.954119,26299.8283
32,7,1300,512,44,0.98319,17020.7593,3946.460289,513.31444,1.948124,21936.7093
57,7,1300,304,46,0.98319,19184.601,3867.224006,473.010103,2.11412,24100.551
32,7,1000,512,50,0.98319,20865.3455,3928.709497,511.435524,1.955281,25781.2955
40,7,1000,400,48,0.98329,19673.5487,4254.173815,515.401875,1.940234,24589.9987
40,7,1000,400,64,0.9833,20900.2927,4857.279698,525.348236,1.903499,25816.7927
40,7,1000,400,50,0.98331,20379.0153,4260.203447,433.145869,2.308691,25295.5653
57,7,1300,304,48,0.98333,20601.8194,4505.7134,566.683469,1.764654,25518.4694
57,7,1300,304,64,0.98334,21965.6008,4371.719214,580.056515,1.72397,26882.3008
57,7,1300,304,50,0.98336,21382.7193,4309.759584,567.788671,1.761219,26299.5193
40,7,1300,448,42,0.98338,15200.0648,4319.246492,511.04092,1.95679,20116.9648
40,7,1300,400,46,0.98343,18733.5673,4409.905368,528.026339,1.893845,23650.7173
57,7,1000,320,44,0.98346,17177.0096,4739.372213,503.815497,1.984854,22094.3096
40,7,1300,400,48,0.98359,20058.7441,2073.35163,521.737954,1.916671,24976.6941
40,7,1300,400,64,0.9836,21318.5044,4362.981084,481.304961,2.077685,26236.5044
40,7,1300,400,50,0.98361,20782.32,4317.188356,505.675493,1.977553,25700.37
32,7,1300,512,46,0.98363,19090.2799,4006.121545,511.985621,1.95318,24008.4299
57,7,1000,352,42,0.98364,15369.5604,4647.768977,459.019314,2.178558,20287.7604
32,7,1300,512,48,0.98365,20409.8891,4200.846288,429.715212,2.327123,25328.1391
32,7,1300,512,50,0.98368,21129.174,4574.733423,493.087328,2.028038,26047.574
32,7,1300,512,64,0.98368,21660.1731,4013.695105,495.2771,2.019072,26578.5731
40,7,1000,416,44,0.9837,16893.2521,4257.145819,518.081796,1.930197,21811.7521
40,7,1000,464,42,0.98381,15351.4097,4262.856843,477.944287,2.092294,20270.4597
57,7,1000,320,46,0.98394,19393.4915,5006.717683,482.980614,2.070476,24313.1915
57,7,1300,320,44,0.98402,17726.6061,4531.306916,544.768334,1.835643,22646.7061
57,7,1300,352,42,0.98409,15837.3676,4278.871693,547.298101,1.827158,20757.8176
40,7,1300,416,44,0.98409,17210.6772,4211.341351,537.265662,1.861277,22131.1272
40,7,1000,416,46,0.98412,18998.8521,4116.297799,517.537299,1.932228,23919.4521
57,7,1000,320,48,0.98413,20826.0487,4874.188897,499.291459,2.002838,25746.6987
57,7,1000,320,50,0.98418,21614.8691,4654.083377,501.341432,1.994649,26535.7691
57,7,1000,320,64,0.98418,22203.0837,4566.857157,513.250547,1.948366,27123.9837
40,7,1300,464,42,0.98423,15627.14,4418.132729,481.298606,2.077712,20548.29
40,7,1000,416,48,0.98426,20346.8062,4140.543008,518.701923,1.92789,25268.1062
40,7,1000,416,64,0.9843,21628.5494,4982.752814,516.498909,1.936113,26550.0494
40,7,1000,416,50,0.98431,21083.1988,4095.369152,431.296932,2.318588,26004.7488
40,7,1300,416,46,0.98437,19364.0831,3738.063118,507.679932,1.969745,24285.9331
40,7,1000,432,44,0.98446,17424.6925,4191.93384,494.002988,2.024279,22346.9925
40,7,1300,416,48,0.98457,20745.3913,4421.115599,491.902294,2.032924,25668.2413
57,7,1300,320,46,0.9846,20038.2654,4398.33244,448.502157,2.229644,24961.2654
40,7,1300,416,64,0.98462,22062.1275,2664.678404,476.888392,2.096927,26985.2275
40,7,1000,480,42,0.98463,15765.7,4243.653113,485.103836,2.061414,20688.85
40,7,1300,416,50,0.98463,21501.1393,4047.153237,470.753946,2.124252,26424.2893
57,7,1000,368,42,0.98464,15921.0516,4675.800427,457.195677,2.187247,20844.2516
57,7,1300,320,48,0.98471,21535.3474,5153.954923,548.195597,1.824166,26458.8974
57,7,1300,320,64,0.98473,22979.6717,4526.425976,551.25326,1.814048,27903.3217
57,7,1300,320,50,0.98474,22361.0287,4525.32198,544.810085,1.835502,27284.7287
57,7,1000,336,44,0.98482,17884.758,4601.557537,503.738199,1.985158,22808.858
40,7,1300,432,44,0.98497,17750.9942,4141.022471,488.051113,2.048966,22675.8442
40,7,1300,480,42,0.98498,16049.6232,4387.650857,458.4476,2.181274,20974.5232
40,7,1000,432,46,0.985,19612.0699,4156.368467,486.406869,2.055892,24537.0699
40,7,1000,432,48,0.98516,21015.2346,2233.194952,500.306212,1.998776,25941.0346
40,7,1000,432,50,0.98516,21782.9277,4310.720116,425.974426,2.347559,26708.7277
40,7,1000,432,64,0.98516,22352.683,3140.759257,484.47281,2.064099,27278.483
57,7,1300,336,44,0.9852,18456.5345,4315.307661,512.92515,1.949602,23382.5345
57,7,1000,336,46,0.98528,20214.73,4566.48105,489.143491,2.04439,25141.13
40,7,1300,432,46,0.98534,19988.891,2190.992031,490.483652,2.038804,24915.591
40,7,1000,448,44,0.98535,17952.7969,4320.166236,467.703821,2.138105,22879.5469
40,7,1000,496,42,0.98537,16177.9866,4121.675879,468.81571,2.133034,21104.8366
57,7,1000,336,48,0.98539,21722.3274,2240.066318,492.677593,2.029725,26649.2774
57,7,1000,336,50,0.98543,22555.5475,4750.473443,465.998767,2.145928,27482.6975
57,7,1000,336,64,0.98543,23177.7347,4706.965407,419.7391,2.382432,28104.8847
40,7,1300,432,48,0.98544,21426.9819,4308.309586,497.589129,2.00969,26354.1819
40,7,1300,432,64,0.98548,22800.8795,4505.369939,414.732466,2.411193,27728.2795
40,7,1300,432,50,0.98549,22214.9314,4335.35055,478.07268,2.091732,27142.3814
57,7,1000,384,42,0.9856,16466.5199,4752.276486,447.722178,2.233528,21394.5199
40,7,1000,448,46,0.9857,20221.7961,4294.440558,469.415404,2.130309,25150.2961
57,7,1300,336,46,0.98571,20884.5173,4440.850936,435.85465,2.294343,25813.0673
40,7,1000,448,48,0.98577,21679.9879,4256.080728,415.640188,2.405927,26608.8379
40,7,1300,496,42,0.98579,16468.1565,4227.359446,450.567562,2.219423,21397.1065
40,7,1000,448,64,0.98581,23073.2706,4219.966453,460.111966,2.173384,28002.3206
40,7,1000,448,50,0.98583,22478.8944,5135.720435,464.530681,2.15271,27408.0444
57,7,1300,336,48,0.98584,22459.644,5309.735478,514.751972,1.942683,27388.844
40,7,1300,448,44,0.98585,18287.8025,4327.27404,476.768,2.097456,23217.0525
57,7,1300,336,50,0.98587,23331.2015,4482.178517,516.387231,1.936531,28260.5515
57,7,1300,336,64,0.98587,23985.3782,4385.140152,521.049794,1.919202,28914.7282
57,7,1000,352,44,0.98591,18585.1893,4773.135374,455.254105,2.196575,23514.7393
40,7,1000,512,42,0.98612,16585.7966,4223.568345,380.316919,2.629386,21516.3966
40,7,1300,448,46,0.98625,20609.8242,4318.766076,473.908754,2.110111,25541.0742
57,7,1300,352,44,0.98633,19178.9754,4336.098275,498.988041,2.004056,24110.6254
40,7,1300,448,48,0.98634,22103.2948,4390.041485,474.723755,2.106488,27034.9948
57,7,1000,352,46,0.98635,21027.0982,2358.502055,430.771484,2.321416,25958.8482
40,7,1300,448,50,0.98637,22923.1329,4267.997079,462.595337,2.161717,27854.9829
40,7,1300,448,64,0.98637,23534.5247,4338.690576,390.525538,2.560652,28466.3747
57,7,1000,400,42,0.98638,17005.4348,4849.546119,407.343359,2.454931,21937.3348
40,7,1000,464,44,0.98638,18476.0333,4330.142735,459.959336,2.174105,23407.9333
40,7,1300,512,42,0.98639,16883.6515,4351.667876,436.333855,2.291823,21815.6015
57,7,1000,352,48,0.98645,22612.0358,2236.204552,416.380892,2.401647,27544.2858
57,7,1000,352,64,0.9865,24144.0895,3217.966834,438.456051,2.28073,29076.5895
57,7,1000,352,50,0.98651,23487.618,2302.705285,440.118449,2.272116,28420.168
57,7,1300,352,46,0.98672,21722.4232,4682.986073,489.46892,2.043031,26656.0232
40,7,1000,464,46,0.98675,20827.9074,4290.070718,445.514247,2.244597,25761.6574
40,7,1300,464,44,0.98678,18820.582,4427.325742,446.494108,2.239671,23754.482
57,7,1000,368,44,0.98683,19276.0215,4614.33579,440.909594,2.268039,24210.1715
57,7,1300,352,48,0.98684,23377.506,4420.058342,493.726538,2.025413,28311.706
40,7,1000,464,64,0.98687,23790.2101,4245.417575,459.93804,2.174206,28724.5601
57,7,1300,352,50,0.98688,24294.3182,4410.174844,514.708691,1.942847,29228.7182
57,7,1300,352,64,0.98688,24984.3644,4356.034434,470.789558,2.124091,29918.7644
40,7,1000,464,48,0.98689,22340.6245,4206.294112,389.967997,2.564313,27275.0745
40,7,1000,464,50,0.9869,23171.1906,5117.29671,443.249258,2.256067,28105.6906
40,7,1300,464,46,0.98714,21225.9169,4453.570579,431.613047,2.31689,26161.6169
57,7,1000,416,42,0.98718,17538.7346,5416.390116,448.46987,2.229804,22474.6346
40,7,1000,480,44,0.98719,18995.1004,4220.567347,454.700881,2.199248,23931.0504
40,7,1300,464,48,0.98725,22776.0693,4475.164837,432.755364,2.310774,27712.3193
40,7,1300,464,64,0.98726,24265.0221,5143.823759,428.208286,2.335312,29201.3221
57,7,1000,368,46,0.98728,21830.0584,4440.930308,441.472558,2.265146,26766.4584
40,7,1300,464,50,0.98729,23628.4106,4267.112593,371.394901,2.692552,28564.8606
40,7,1300,480,44,0.9875,19348.8177,4407.755785,427.204594,2.340799,24286.3177
57,7,1000,368,48,0.9875,23490.3897,4541.802117,436.707184,2.289864,28427.8897
57,7,1000,368,50,0.98752,24409.6825,2686.757889,399.909831,2.500564,29347.2825
57,7,1000,368,64,0.98752,25100.7177,5152.479991,438.60837,2.279938,30038.3177
57,7,1000,384,44,0.98763,19963.238,4553.448914,421.983566,2.369761,24901.388
40,7,1000,480,46,0.98763,21428.9767,4091.06411,382.107358,2.617066,26367.1267
40,7,1000,480,64,0.98765,24502.4584,4250.561173,447.037513,2.236949,29440.7084
40,7,1000,480,48,0.98766,22996.8669,4941.738469,449.071653,2.226816,27935.1669
40,7,1000,480,50,0.98768,23858.9272,4181.118564,452.039205,2.212197,28797.3272
57,7,1000,432,42,0.98775,18066.4547,4630.37473,437.713655,2.284599,23005.2047
40,7,1300,480,46,0.9879,21838.1932,4484.213214,426.084457,2.346953,26777.6932
40,7,1000,496,44,0.98793,19510.0335,4054.730982,384.216311,2.602701,24449.6835
40,7,1300,480,48,0.98798,23445.2369,4366.697539,376.069284,2.659084,28385.1369
40,7,1300,480,50,0.98802,24329.548,4864.143451,442.949621,2.257593,29269.648
40,7,1300,480,64,0.98802,24991.5455,4416.154698,442.730571,2.25871,29931.6455
57,7,1000,384,46,0.98811,22629.4566,4586.482625,420.436815,2.378479,27570.0066
57,7,1000,384,48,0.98825,24366.7243,5289.042345,389.255663,2.569006,29307.9743
57,7,1000,384,50,0.98829,25330.4892,5326.154845,424.308828,2.356774,30271.9392
57,7,1000,384,64,0.98829,26056.2643,4858.77257,423.857089,2.359286,30997.7143
40,7,1300,496,44,0.98833,19873.2426,4313.901208,437.234304,2.287103,24814.8926
40,7,1000,496,46,0.98836,22025.101,4785.207791,412.703669,2.423046,26966.901
57,7,1000,448,42,0.98837,18588.0695,1989.217423,420.051187,2.380662,23529.9195
40,7,1000,496,48,0.98847,23649.4135,4309.939789,410.059048,2.438673,28591.7635
40,7,1000,496,64,0.98847,25211.8898,4301.904418,425.657699,2.349306,30154.2398
40,7,1000,496,50,0.98848,24543.4484,4072.1701,416.495749,2.400985,29485.8484
57,7,1000,400,44,0.98854,20641.7931,5003.656824,323.449942,3.091669,25584.4931
40,7,1000,512,44,0.98855,20021.7254,5115.606936,408.20803,2.449731,24964.4754
40,7,1300,496,46,0.98866,22447.1118,4260.43114,360.519458,2.773775,27390.4118
40,7,1300,496,48,0.98866,24110.9495,5126.821142,432.734665,2.310885,29054.2495
40,7,1300,496,50,0.98867,25027.9125,4161.73635,417.246301,2.396666,29971.2625
40,7,1300,496,64,0.98867,25715.6251,4289.581298,424.593025,2.355196,30658.9751
57,7,1000,400,46,0.98895,23420.7103,2709.923131,370.101935,2.701958,28365.4603
40,7,1300,512,44,0.98896,20393.9624,4074.785366,350.872163,2.850041,25338.7624
57,7,1000,464,42,0.98898,19104.9764,4512.645507,408.280017,2.449299,24049.8764
57,7,1000,400,48,0.98906,25233.6569,5289.218471,322.47065,3.101057,30178.9569
57,7,1000,400,50,0.98909,26241.3147,5309.532919,347.240506,2.879848,31186.7647
57,7,1000,400,64,0.98909,27002.4749,5225.850501,334.546433,2.989122,31947.9249
40,7,1000,512,46,0.98912,22619.5446,4356.911102,401.544018,2.490387,27565.1446
40,7,1000,512,48,0.98918,24298.8108,4456.25875,402.843773,2.482352,29244.7108
40,7,1000,512,64,0.98921,25918.6874,4352.672219,416.864233,2.398863,30864.7374
40,7,1000,512,50,0.98923,25224.9016,4310.983558,419.040378,2.386405,30171.0516
40,7,1300,512,46,0.98927,23051.5267,5127.147571,356.783599,2.802819,27997.8767
40,7,1300,512,48,0.98929,24771.2357,4878.478489,329.369979,3.036099,29717.6857
57,7,1000,416,44,0.98934,21315.8316,4557.996251,427.655217,2.338332,26262.5316
40,7,1300,512,50,0.98934,25721.5581,4469.842569,369.075518,2.709473,30668.2581
40,7,1300,512,64,0.98934,26435.3488,4912.936708,355.597804,2.812166,31382.0488
57,7,1000,480,42,0.98964,19617.3697,4603.583025,337.786852,2.960447,24565.5697
57,7,1000,416,46,0.98974,24207.5924,2027.069513,406.534396,2.459816,29156.2924
57,7,1000,416,48,0.98986,26097.5506,4514.734305,419.763884,2.382292,31046.8506
57,7,1000,416,50,0.98989,27149.1508,2080.174206,412.469885,2.424419,32098.6008
57,7,1000,416,64,0.98989,27945.25,2034.780453,369.847916,2.703814,32894.7
57,7,1000,432,44,0.9899,21982.3477,4652.90709,412.734323,2.422866,26931.8477
57,7,1000,496,42,0.99023,20124.999,4612.223022,382.638596,2.613432,25076.149
57,7,1000,432,46,0.99031,24985.715,4582.603468,403.23443,2.479947,29937.265
57,7,1000,432,48,0.99046,26951.8704,4648.592272,405.470997,2.466268,31904.1704
57,7,1000,432,50,0.99046,28047.8169,4560.464721,343.824953,2.908457,33000.1169
57,7,1000,432,64,0.99046,28879.6418,5405.997694,399.19554,2.505038,33831.9418
57,7,1000,448,44,0.99057,22642.7051,2063.488088,389.836062,2.565181,27595.5551
57,7,1000,512,42,0.99074,20627.3719,4590.683488,367.875146,2.718314,25581.0719
57,7,1000,448,46,0.99093,25757.424,4572.241203,382.688394,2.613092,30712.074
57,7,1000,448,48,0.99102,27800.4569,4497.489523,333.535878,2.998178,32755.5569
57,7,1000,448,50,0.99106,28940.9651,5396.325569,394.355198,2.535785,33896.2651
57,7,1000,448,64,0.99106,29808.8114,4650.866232,389.617971,2.566617,34764.1114
57,7,1000,464,44,0.99112,23298.4167,4620.272359,340.910431,2.933322,28254.0167
57,7,1000,464,46,0.99149,26525.4425,2880.487628,371.161762,2.694243,31482.8925
57,7,1000,464,48,0.99163,28646.0883,4594.87474,370.386234,2.699884,33604.2383
57,7,1000,464,50,0.99163,29831.4538,4544.582132,369.827597,2.703963,34789.6038
57,7,1000,464,64,0.99163,30734.6336,4701.125126,376.282125,2.65758,35692.7836
57,7,1000,480,44,0.99164,23948.0603,2645.610746,373.33359,2.67857,28906.2603
57,7,1000,480,46,0.99207,27288.0865,1999.137327,371.642754,2.690756,32248.4365
57,7,1000,480,48,0.99211,29484.7944,4483.334485,356.516399,2.80492,34445.3444
57,7,1000,480,50,0.99212,30715.1482,4527.248244,364.057019,2.746822,35675.7482
57,7,1000,480,64,0.99212,31654.693,4677.38021,357.543811,2.79686,36615.293
57,7,1000,496,44,0.99228,24594.4569,4522.462815,345.238284,2.89655,29555.8569
57,7,1000,496,46,0.9926,28045.0958,1916.582991,346.023235,2.889979,33008.0958
57,7,1000,496,48,0.99272,30319.4185,4499.603764,350.709159,2.851366,35283.0185
57,7,1000,512,44,0.99273,25233.6742,4685.477593,346.062469,2.889652,30197.3242
57,7,1000,496,50,0.99274,31594.9657,4658.394154,302.269031,3.308311,36558.6657
57,7,1000,496,64,0.99274,32571.2878,5354.523768,346.020294,2.890004,37534.9878
57,7,1000,512,46,0.99317,28797.0265,4675.333803,300.496969,3.327821,33762.8765
57,7,1000,512,48,0.99326,31148.3261,5477.632056,337.285721,2.964845,36114.6261
57,7,1000,512,50,0.99328,32469.3509,1899.473495,338.537172,2.953885,37435.7509
57,7,1000,512,64,0.99328,33482.0794,4528.568387,342.90342,2.916273,38448.4794
,,,,,,,,,,0
,,,,,,,,,,0
