timestamp,trial_id,m,max_layer,efc,efs,K,avg_recall,avg_time_ms,build_time_ms,reward_score,status
2025-11-27T09:02:31.909580,191,16,3,876,298,9,0.91701,0.810534,606460.8642,-816.45,COMPLETE
2025-11-26T06:03:33.750232,74,40,16,563,135,6,0.91641,0.651821,557372.0488,-819.45,COMPLETE
2025-11-28T01:30:07.218666,198,27,13,932,159,10,0.91596,0.695321,1080066.268,-821.7,COMPLETE
2025-11-26T01:41:56.423933,48,27,16,389,175,1,0.91352,0.623084,289565.7614,-833.9,COMPLETE
2025-11-26T19:52:44.281386,132,48,8,550,120,19,0.91047,0.524118,771016.7675,-849.15,COMPLETE
2025-11-26T21:15:27.531587,139,64,7,930,94,21,0.90237,0.504404,1661587.726,-889.65,COMPLETE
2025-11-26T05:25:57.170372,70,49,16,259,143,5,0.90155,0.610465,229298.2068,-893.75,COMPLETE
2025-11-26T17:49:34.686907,124,18,16,762,129,17,0.86784,0.361472,550113.9636,-1062.3,COMPLETE
2025-11-26T06:45:44.145025,79,17,16,964,119,6,0.85798,0.397416,511844.368,-1111.6,COMPLETE
T,3,,16,,,19,0.85622,0.319981,346875.3209,-1120.4,COMPLETE
2025-11-28T13:24:27.747000,4,26,7,430,60,10,0.8287,0.275,,-1512.9,COMPLETE
2025-11-25T23:09:47.961364,36,61,16,322,1894,23,0.64915,7.320963,280054.4763,-2155.75,COMPLETE
2025-11-26T03:08:56.433005,56,42,16,532,956,3,0.64091,3.80315,476883.4644,-2196.95,COMPLETE
2025-11-27T03:20:33.141136,170,59,7,987,1836,3,0.52068,9.345649,1470347.455,-2798.1,COMPLETE
2025-11-28T15:51:03.320068,0,48,4,600,300,0.9734,1.566525,857473.7869,-66,,
2025-11-28T15:58:40.842923,0,48,4,600,300,1.566525,857473.7869,-66,11.75382433,,
2025-11-28T19:24:53.665780,199,48,4,600,300,857473.7869,-66.0,11.75382433,19149456.138
2025-11-28T19:24:53.679995,202,32,13,992,535,0.98169,2.339798,1319524.342,8547.780229392622
2025-11-28T19:24:53.682634,204,58,18,543,506,0.98383,2.429388,814116.3034,8232.602651828693
2025-11-28T19:24:53.677682,201,50,10,828,456,0.9845,2.338655,1316739.015,8552.014076018053
2025-11-28T19:24:53.686209,206,52,14,624,539,0.98645,2.466438,937539.3746,8108.9888213293825
2025-11-28T19:24:53.692263,207,0,16,0,0,0.98523,2.370531,690134.9098,8437.032866282954
2025-11-28T19:24:53.688299,203,0,16,0,0,0.98523,2.370531,690134.9098,8437.032866282954
2025-11-28T19:24:53.692887,212,37,20,468,603,0.9833,2.551277,628026.6124,7839.277500750409
2025-11-28T19:24:53.691244,205,62,6,580,410,0.987,2.462,0.0,8123.616848090983
2025-11-28T19:24:53.691147,209,56,14,884,477,0.98669,2.511323,1433264.217,7964.063569288936
2025-11-28T19:24:53.690021,208,49,20,696,495,0.9848,2.504005,1099231.221,7987.300498393573
2025-11-28T19:24:53.725287,213,40,14,926,534,0.98658,2.555137,1400885.267,7827.500543426516
2025-11-28T19:24:53.720645,211,35,19,445,603,0.98167,2.546303,580438.3821,7854.558175723863
2025-11-28T19:24:53.714558,210,52,15,981,476,0.98702,2.5205,1590818.048,7935.073944931561
2025-11-28T19:24:53.857412,215,52,15,990,515,0.98866,2.695639,1618611.057,7419.564297991979
2025-11-28T19:24:53.859782,214,48,14,778,537,0.98753,2.617473,1203588.746,7641.10811895053
2025-11-28T19:24:53.858067,216,43,11,951,525,0.98714,2.69885,1503576.448,7410.706558637938
2025-11-28T19:24:53.859665,217,48,20,465,623,0.98632,2.756798,665038.5278,7254.919823384666
2025-11-28T19:25:00.458583,200,32,5,400,400,0.0,99999.0,99999.0,-1000000000.0
2025-11-28T19:25:00.459196,198,41,4,967,433,0.0,99999.0,99999.0,-1000000000.0
2025-11-28T19:26:26.508174,181,48,4,600,300,-66.0,11.75382433,19149456.138,-1000000000.0
2025-11-28T19:26:26.519607,184,32,13,992,535,2.339798,1319524.342,8547.780229392622,27.211116976922217
2025-11-28T19:26:26.516500,180,41,4,967,433,99999.0,99999.0,-1000000000.0,1999960.600002
2025-11-28T19:26:26.510535,182,32,5,400,400,99999.0,99999.0,-1000000000.0,1999960.600002
2025-11-28T19:26:26.523921,186,58,18,543,506,2.429388,814116.3034,8232.602651828693,29.01232651453419
2025-11-28T19:26:26.542074,185,0,16,0,0,2.370531,690134.9098,8437.032866282954,27.839599841065855
2025-11-28T19:26:26.542884,187,62,6,580,410,2.462,0.0,8123.616848090983,2000029.64
2025-11-28T19:26:26.544472,189,0,16,0,0,2.370531,690134.9098,8437.032866282954,27.839599841065855
2025-11-28T19:26:26.538125,183,50,10,828,456,2.338655,1316739.015,8552.014076018053,27.188289038808882
2025-11-28T19:26:26.543951,191,56,14,884,477,2.511323,1433264.217,7964.063569288936,30.640414161251485
2025-11-28T19:26:26.541793,188,52,14,624,539,2.466438,937539.3746,8108.9888213293825,29.750092437380065
2025-11-28T19:26:26.559609,193,35,19,445,603,2.546303,580438.3821,7854.558175723863,31.36051671516008
2025-11-28T19:26:26.553491,194,37,20,468,603,2.551277,628026.6124,7839.277500750409,31.457385784247215
2025-11-28T19:26:26.566158,190,49,20,696,495,2.504005,1099231.221,7987.300498393573,30.498294534159793
2025-11-28T19:26:26.580181,192,52,15,981,476,2.5205,1590818.048,7935.073944931561,30.822572148037388
2025-11-28T19:26:26.677429,195,40,14,926,534,2.555137,1400885.267,7827.500543426516,31.517016686657456
2025-11-28T19:26:26.702529,196,52,18,826,488,0.98615,2.582482,1352641.223,7744.6106672906135
2025-11-28T19:26:26.709407,201,59,19,494,588,0.98637,2.746942,735185.3362,7280.950948513219
2025-11-28T19:26:26.709120,197,48,14,778,537,2.617473,1203588.746,7641.10811895053,32.76607697159139
2025-11-28T19:26:26.710795,200,43,11,951,525,2.69885,1503576.448,7410.706558637938,34.39030161830255
2025-11-28T19:26:26.710970,199,52,15,990,515,2.695639,1618611.057,7419.564297991979,34.32513627293753
2025-11-28T19:26:26.727416,202,48,20,465,623,2.756798,665038.5278,7254.919823384666,35.566033445618494
2025-11-28T19:26:26.726831,198,46,19,594,552,0.98555,2.684418,896562.5626,7450.515519713398
2025-11-28T19:26:56.384236,208,51,13,706,574,0.0,99999.0,99999.0,-1000000000.0
2025-11-28T19:26:56.379115,203,42,15,661,384,0.0,99999.0,99999.0,-1000000000.0
2025-11-28T19:26:59.194449,210,62,13,222,704,0.0,99999.0,99999.0,-1000000000.0
2025-11-28T19:27:04.614817,205,55,3,387,328,0.0,99999.0,99999.0,-1000000000.0
2025-11-28T19:27:07.107712,221,36,10,388,590,0.0,99999.0,99999.0,-1000000000.0
2025-11-28T19:27:07.107754,222,49,10,343,427,0.0,99999.0,99999.0,-1000000000.0
2025-11-28T19:27:07.111916,220,36,12,290,665,0.0,99999.0,99999.0,-1000000000.0
2025-11-28T19:27:07.111712,219,62,17,421,328,0.0,99999.0,99999.0,-1000000000.0
2025-11-28T19:27:08.036641,209,25,5,691,261,0.0,99999.0,99999.0,-1000000000.0
2025-11-28T19:27:08.249207,212,63,8,686,228,0.0,99999.0,99999.0,-1000000000.0
2025-11-28T19:27:08.285369,218,62,6,664,276,0.0,99999.0,99999.0,-1000000000.0
2025-11-28T19:27:08.289976,211,63,5,208,243,0.0,99999.0,99999.0,-1000000000.0
2025-11-28T19:27:08.308728,217,36,9,686,145,0.0,99999.0,99999.0,-1000000000.0
2025-11-28T19:27:08.326187,204,45,10,229,277,0.0,99999.0,99999.0,-1000000000.0
2025-11-28T19:27:08.324082,214,60,7,796,59,0.0,99999.0,99999.0,-1000000000.0
2025-11-28T19:27:08.421490,216,61,9,749,601,0.0,99999.0,99999.0,-1000000000.0
2025-11-28T19:27:09.132150,213,64,9,258,157,0.0,99999.0,99999.0,-1000000000.0
2025-11-28T19:27:09.138332,207,52,7,617,76,0.0,99999.0,99999.0,-1000000000.0
2025-11-28T19:27:09.138413,206,52,14,205,68,0.0,99999.0,99999.0,-1000000000.0
2025-11-28T19:27:09.172104,215,47,12,715,558,0.0,99999.0,99999.0,-1000000000.0
2025-11-28T19:28:54.491431,158,48,4,600,300,11.75382433,19149456.138,-1000000000.0,215.4775310160845
2025-11-28T19:28:54.492564,159,32,5,400,400,99999.0,-1000000000.0,1999960.600002,3999960.4000000004
2025-11-28T19:28:54.496314,162,51,10,656,508,0.98528,2.350059,1008196.597,8510.530231892222
2025-11-28T19:28:54.504246,164,58,18,543,506,814116.3034,8232.602651828693,29.01232651453419,16282308.897365397
2025-11-28T19:28:54.502091,157,41,4,967,433,99999.0,-1000000000.0,1999960.600002,3999960.4000000004
2025-11-28T19:28:54.527712,167,0,16,0,0,690134.9098,8437.032866282954,27.839599841065855,13802680.966501612
2025-11-28T19:28:54.527542,169,56,14,884,477,1433264.217,7964.063569288936,30.640414161251485,28665267.251280807
2025-11-28T19:28:54.527319,165,62,6,580,410,0.0,8123.616848090983,2000029.64,-1000000000.0
2025-11-28T19:28:54.525555,161,32,13,992,535,1319524.342,8547.780229392622,27.211116976922217,26390469.579788744
2025-11-28T19:28:54.528427,172,37,20,468,603,628026.6124,7839.277500750409,31.457385784247215,12560515.19925552
2025-11-28T19:28:54.539754,160,50,10,828,456,1316739.015,8552.014076018053,27.188289038808882,26334763.03863039
2025-11-28T19:28:54.539880,170,52,15,981,476,1590818.048,7935.073944931561,30.822572148037388,31816343.880455405
2025-11-28T19:28:54.540059,163,0,16,0,0,690134.9098,8437.032866282954,27.839599841065855,13802680.966501612
2025-11-28T19:28:54.539836,171,35,19,445,603,580438.3821,7854.558175723863,31.36051671516008,11608750.588292174
2025-11-28T19:28:54.539993,168,49,20,696,495,1099231.221,7987.300498393573,30.498294534159793,21984607.323974904
2025-11-28T19:28:54.540128,174,52,18,826,488,2.582482,1352641.223,7744.6106672906135,32.06442588679683
2025-11-28T19:28:54.539948,166,52,14,624,539,937539.3746,8108.9888213293825,29.750092437380065,18750770.358398765
2025-11-28T19:28:54.540149,173,40,14,926,534,1400885.267,7827.500543426516,31.517016686657456,28017688.295094043
2025-11-28T19:28:54.747152,177,46,19,594,552,2.684418,896562.5626,7450.515519713398,34.11066742263206
2025-11-28T19:28:54.745986,175,48,14,778,537,1203588.746,7641.10811895053,32.76607697159139,24071757.93742141
2025-11-28T19:28:54.757770,179,43,11,951,525,1503576.448,7410.706558637938,34.39030161830255,30071512.058797996
2025-11-28T19:28:54.752345,176,54,11,743,532,0.98748,2.641151,1175995.54,7572.60569963232
2025-11-28T19:28:54.754247,180,59,19,494,588,2.746942,735185.3362,7280.950948513219,35.36604402463871
2025-11-28T19:28:54.755442,184,32,5,400,400,99999.0,-1000000000.0,1999960.600002,3999960.4000000004
2025-11-28T19:28:54.756235,182,47,10,716,586,0.98843,2.837493,1093685.73,7048.644138089434
2025-11-28T19:28:54.752311,183,41,4,967,433,99999.0,-1000000000.0,1999960.600002,3999960.4000000004
2025-11-28T19:28:54.749416,178,52,15,990,515,1618611.057,7419.564297991979,34.32513627293753,32372204.235576075
2025-11-28T19:28:54.751208,181,48,20,465,623,665038.5278,7254.919823384666,35.566033445618494,13300753.71274997
2025-11-28T19:29:24.844392,185,56,20,160,469,0.0,99999.0,99999.0,-1000000000.0
2025-11-28T19:29:24.928187,188,55,20,152,52,0.0,99999.0,99999.0,-1000000000.0
2025-11-28T19:29:24.854381,189,56,20,165,54,0.0,99999.0,99999.0,-1000000000.0
2025-11-28T19:29:24.957170,193,57,20,150,487,0.0,99999.0,99999.0,-1000000000.0
2025-11-28T19:29:25.855064,200,54,19,162,51,0.0,99999.0,99999.0,-1000000000.0
2025-11-28T19:29:26.835292,197,56,20,155,62,0.0,99999.0,99999.0,-1000000000.0
2025-11-28T19:29:26.840282,198,54,19,152,57,0.0,99999.0,99999.0,-1000000000.0
2025-11-28T19:29:26.880738,194,54,20,157,55,0.0,99999.0,99999.0,-1000000000.0
2025-11-28T19:29:26.937564,191,54,20,154,81,0.0,99999.0,99999.0,-1000000000.0
2025-11-28T19:29:26.979170,195,56,19,774,74,0.0,99999.0,99999.0,-1000000000.0
2025-11-28T19:29:26.985128,186,55,19,182,61,0.0,99999.0,99999.0,-1000000000.0
2025-11-28T19:29:26.981901,196,55,20,772,68,0.0,99999.0,99999.0,-1000000000.0
2025-11-28T19:29:26.994113,190,56,20,167,55,0.0,99999.0,99999.0,-1000000000.0
2025-11-28T19:29:26.992019,187,55,20,175,475,0.0,99999.0,99999.0,-1000000000.0
2025-11-28T19:29:26.994486,199,55,19,155,56,0.0,99999.0,99999.0,-1000000000.0
2025-11-28T19:29:26.989559,192,54,20,152,52,0.0,99999.0,99999.0,-1000000000.0
2025-11-28T20:10:27.270210,local_fast_search,,40,5,959,457,10,0.98283,2.260803,1491067.688594,442.57371525028935,COMPLETE
2025-11-28T20:32:47.568282,local_fast_search,,39,3,856,521,10,0.98527,2.555456,1309192.048689,391.81659227629046,COMPLETE
2025-11-28T21:04:23.993675,local_fast_search,,40,5,959,457,10,0.98299,2.212161,1483270.936532,452.31566387301825,COMPLETE
2025-11-28T21:26:33.207625,local_fast_search,,39,3,856,521,10,0.98493,2.514639,1297162.913659,398.13439537722917,COMPLETE
2025-11-28T22:26:11.645827,local_fast_search,,40,5,959,457,10,0.98292,2.125997,1384412.02541,470.629549907173,COMPLETE
2025-11-28T22:46:51.855285,local_fast_search,,39,3,856,521,10,0.98518,2.076844,1212015.407247,481.98781414107174,COMPLETE
2025-11-28T23:08:08.189764,local_fast_search,,42,4,850,546,10,0.98721,2.211937,1248056.146995,452.78344205418153,COMPLETE
2025-11-28T23:30:43.353053,local_fast_search,,43,3,875,357,10,0.97553,1.856395,1323472.31411,-523.8499999999997,COMPLETE
2025-11-28T23:53:16.648558,local_fast_search,,40,4,913,383,10,0.97678,1.582741,1326461.427332,-517.5999999999998,COMPLETE
2025-11-29T00:31:25.563691,local_fast_search,,40,17,959,457,10,0.98292,1.960167,1409369.973938,510.42261386606344,COMPLETE
